masv,dien_tt,diem_tt,lop12_matinh,lop12_matruong,TEN_TRUONG
741A5568XPvAibaEXe83V/kFvw2bBX1pd9YZoFG+,THPT,27.5,42,37,THPT Th?ng Long - L‚m H‡
2049E34DXPvAibaEXe83V/kFvw2bBSM6MmPn3kn9,THPT,24.5,40,59,THPT Th?c h‡nh Cao NguyÍn
B646C3C8XPvAibaEXe83V/kFvw2bBVmhVT6fEz4k,THPT,23,42,2,THPT Tr?n Ph˙
27C73C4CXPvAibaEXe83V/kFvw2bBek/NsGNfC2g,THPT,27,63,1,THPT Chu V?n An
80790C23XPvAibaEXe83V/kFvw2bBdHxAZUKwYd8,THPT,26,50,610,THPT Thanh BÏnh 1
9CAF3CDBXPvAibaEXe83V/kFvw2bBf/iNPsMd2JY,THPT,30,52,18,THPT Ph˙ M? (Tr??c 12/4/2018)
CAB6D6ADXPvAibaEXe+1j/AqdkpM27NZKKMnxryy,THPT,25.5,34,37,THPT Ti?u La
E95E7C6DXPvAibaEXe+1j/AqdkpM22DHf6P99fDJ,THPT,24.5,50,230,THPT ChuyÍn Nguy?n ?Ïnh Chi?u
2C9E3006XPvAibaEXe+1j/AqdkpM2yVDjmi0fdgL,THPT,26,2,67,THPT Tr?n V?n Gi‡u
50F45E0FXPvAibaEXe+1j/AqdkpM28+W/hgGnHN2,THPT,29.5,2,102,THPT C?n Th?nh
A09F2752XPvAibaEXe+1j/AqdkpM215N3VvHdQ2X,THPT,26,56,15,THPT Nguy?n Ng?c Th?ng
A92E401AXPvAibaEXe+1j/AqdkpM23n3Jq7Am/Ra,THPT,24.5,52,37,TTGDTX T‚n Th‡nh (Tr??c 12/4/2018)
42EB4A9DXPvAibaEXe+1j/AqdkpM28LNL/Yx0GV5,THPT,24.5,37,36,THPT T?ng B?t H?
7420F19FXPvAibaEXe+1j/AqdkpM27otdGZsa+uT,THPT,27.5,55,21,THPT L?u H?u Ph??c
632326BEXPvAibaEXe+1j/AqdkpM23xs0ljO7eLx,THPT,29.5,50,520,THPT Tr‡m Chim
781B05EDXPvAibaEXe+1j/AqdkpM28LyBjvxL6Wn,THPT,28,2,102,THPT C?n Th?nh
52A13A56XPvAibaEXe8Y+/3uR2PkTBzKGlmHNdAe,THPT,33,44,24,THPT D? An
6243A4C3XPvAibaEXe8Y+/3uR2PkTKXbgDAmBgVN,THPT,27.5,2,1,THPT Tr?ng V??ng
70688BE9XPvAibaEXe8Y+/3uR2PkTP74QDoBlpRc,THPT,28,43,24,Trung t‚m GDNN - GDTX huy?n B˘ ??p
FB623556XPvAibaEXe8Y+/3uR2PkTNbh/Fe4KQiS,THPT,23,49,16,THPT Ki?n T??ng
8850B56AXPvAibaEXe8Y+/3uR2PkTM01dracEFoq,THPT,29,53,15,THPT Nguy?n ?Ïnh Chi?u
2C674C46XPvAibaEXe8Y+/3uR2PkTOGNxs8OFvnz,THPT,25.5,37,15,THPT S? 1 An Nh?n
52F1243BXPvAibaEXe8Y+/3uR2PkTDwL/5Oa1YtB,THPT,27,36,20,THPT Duy T‚n
3F6744F0XPvAibaEXe8Y+/3uR2PkTISBbFDhrriN,THPT,27,30,45,THPT Mai Th˙c Loan
1D74C87FXPvAibaEXe8Y+/3uR2PkTKeFWIOEfKn0,THPT,24.5,35,22,Tr??ng THPT Thu X‡
EB858A9EXPvAibaEXe+kwIr/VXjl06GMqaN1u5Lh,THPT,27,43,3,THPT ChuyÍn Quang Trung
3E479342XPvAibaEXe+kwIr/VXjl01D1BeeuKZAN,THPT,29,42,26,THPT B?o L?c
797D94BCXPvAibaEXe+kwIr/VXjl0xAMs344uRFm,THPT,23,40,12,THPT KrÙng Ana
E8100F85XPvAibaEXe+kwIr/VXjl06p43mqKWKpK,THPT,26,43,16,THPT Nguy?n Hu?
52B1CC2DXPvAibaEXe+kwIr/VXjl0w+FyuW1abQ7,THPT,23.5,40,14,THPT Phan B?i Ch‚u
15C33CC5XPvAibaEXe+kwIr/VXjl0wYohOP14Jzj,THPT,23.5,41,19,THPT Ho‡ng V?n Th?
52D6E13AXPvAibaEXe+kwIr/VXjl04mDFK2cgeQl,THPT,25.5,38,10,Tr??ng THPT L??ng Th? Vinh
9A2B00E7XPvAibaEXe+kwIr/VXjl0y8cEqB0jdRP,THPT,27.5,2,53,THPT Nguy?n CÙng Tr?
CF807904XPvAibaEXe+kwIr/VXjl0xC3gHl3XT9p,THPT,29,2,45,THPT Nguy?n Hi?n
6426D277XPvAibaEXe+kwIr/VXjl04GQLN5sEC66,THPT,23.5,41,12,THPT Nguy?n Tr„i
40F7E8D0XPvAibaEXe+nZBq3b0XEhfcwXLmoc4Pj,THPT,28,48,21,THPT Xu‚n L?c
C307F053XPvAibaEXe+nZBq3b0XEhX8PABYu6iV1,THPT,25.5,40,37,THPT Y Jut
23A5CE7EXPvAibaEXe+nZBq3b0XEhb5k9/vzpSuL,THPT,23.5,49,6,THPT Nguy?n H?u Th?
0E8ECFA9XPvAibaEXe+nZBq3b0XEhYBJV4WkY1zV,THPT,27.5,51,2,THPT ChuyÍn Tho?i Ng?c H?u
92CA755CXPvAibaEXe+nZBq3b0XEhUEF59dDvEd4,THPT,27.5,33,16,THPT Phan ??ng L?u
B4303CD0XPvAibaEXe+nZBq3b0XEhVoLjxUZrYZX,THPT,34.5,37,1,Qu?c H?c Quy Nh?n
A7916D60XPvAibaEXe+nZBq3b0XEhXdvKy778k5c,THPT,25.5,44,17,THPT Th??ng T‚n
F188F59AXPvAibaEXe+nZBq3b0XEhX0gn3eyGCol,THPT,25,48,68,THPT Xu‚n Th?
C1306640XPvAibaEXe+nZBq3b0XEhX/oZbtzk5F7,THPT,24,2,69,THPT H‡n ThuyÍn
66389E7FXPvAibaEXe9jjgNhrmbJFLqZAjn7gWVB,THPT,31.5,2,188,THPT Tr?n Quang Kh?i
2BBA5161XPvAibaEXe9jjgNhrmbJFKH/Y5P5JUkY,THPT,24,43,2,THPT Nguy?n Du
4E60F742XPvAibaEXe9jjgNhrmbJFAqOieHYy/Vf,THPT,27,2,103,THPT BÏnh Kh·nh
62654F5DXPvAibaEXe9jjgNhrmbJFPIZXXeZlnxy,THPT,24,39,4,Ph? thÙng Duy T‚n
45B8D2AFXPvAibaEXe9jjgNhrmbJFDlSnTjOuVMt,THPT,32,38,6,Tr??ng THPT Ho‡ng Hoa Th·m
86B0B88FXPvAibaEXe9jjgNhrmbJFIthGYmG4ggs,THPT,26,30,21,THPT H??ng KhÍ
567E5B30XPvAibaEXe9jjgNhrmbJFChPxRNa9WKt,THPT,31.5,58,12,THPT ChuyÍn Nguy?n Thi?n Th‡nh
19AA9696XPvAibaEXe9jjgNhrmbJFOYfNg9LpBAY,THPT,25,41,12,THPT Nguy?n Tr„i
98FAD5F6XPvAibaEXe9fafwYRU+NptbcSqHyrp9L,THPT,30,43,2,THPT Nguy?n Du
6E351582XPvAibaEXe9fafwYRU+Nprk3ew8optYA,THPT,28,33,21,THPT Vinh L?c
CC0D41F6XPvAibaEXe9fafwYRU+Npmqir62VbH95,THPT,25.5,25,16,THPT M? L?c
667D7118XPvAibaEXe9fafwYRU+Npl+YtdtCh0Qt,THPT,23.5,40,16,THPT Tr?n Qu?c To?n
5DB7334BXPvAibaEXe9fafwYRU+Nplkr/FpgEmW3,THPT,23.5,41,24,THPT Ho‡ng Hoa Th·m
2BD8ACBAXPvAibaEXe9fafwYRU+Nps7TCCT3LRtV,THPT,26,2,56,THPT Nguy?n Th·i BÏnh
061A670AXPvAibaEXe9fafwYRU+NpkvJumT/CzS9,THPT,24,35,27,Trung t‚m GDNN-GDTX huy?n Ngh?a H‡nh
9D375E5AXPvAibaEXe9fafwYRU+NpqdtTxcK8k1H,THPT,27,48,6,THPT Nguy?n Tr„i
BB711DEAXPvAibaEXe9fafwYRU+Npi5+4HO3NGDi,THPT,25.5,31,2,THPT ?‡o Duy T?
105A1756XPvAibaEXe9KDsVv3cRkMQK+9a3JNn+S,THPT,24,48,53,THPT Tr?n BiÍn
4EFDD87AXPvAibaEXe9KDsVv3cRkMWdQWQoVDwM7,THPT,24.5,40,21,THPT Ea Sup
93BB9690XPvAibaEXe9KDsVv3cRkMXp6KSzgKlSU,THPT,24,43,39,THPT Ph˙ Ri?ng
748CFA2AXPvAibaEXe9KDsVv3cRkMehU/cMv2URX,THPT,28.5,63,7,THPT Tr?n H?ng ??o
1C65DB23XPvAibaEXe9KDsVv3cRkMWLqfW5W0dwV,THPT,25,28,90,THPT Tri?u S?n
C7C8F4D5XPvAibaEXe9KDsVv3cRkMTCSnfZ1jDKT,THPT,26.5,58,1,THPT Ph?m Th·i B??ng
618BC5B5XPvAibaEXe9KDsVv3cRkMbmVPS3944TL,THPT,26,48,66,THPT Tr?n ??i Ngh?a
2F08E330XPvAibaEXe9KDsVv3cRkMcUAjGGB+quv,THPT,24,44,21,THPT Nguy?n Tr„i
B3078280XPvAibaEXe9KDsVv3cRkMR3THeDfuZST,THPT,26.5,35,27,Trung t‚m GDNN-GDTX huy?n Ngh?a H‡nh
6F3C0D69XPvAibaEXe+Y5CB/5gt3MG008Osd7bBm,THPT,27.5,30,16,THPT Can L?c
62DA4CDCXPvAibaEXe+Y5CB/5gt3MNy76+igUpfF,THPT,23.5,46,14,TTGDTX T‚n BiÍn
E907A4DAXPvAibaEXe+Y5CB/5gt3MMEtpeI9uUCE,THPT,30,53,28,THPT GÚ CÙng ?Ùng
844FC6F6XPvAibaEXe+Y5CB/5gt3MJxEmi5bZKP2,THPT,26,2,40,THPT Nguy?n Khuy?n
647218CBXPvAibaEXe+Y5CB/5gt3MBCxcZ7a+Dsd,THPT,25,28,105,THPT Ho‡ng L? Kha
088767B5XPvAibaEXe+Y5CB/5gt3MAZxW0JDh9YA,THPT,26.5,30,19,THPT Nguy?n V?n Tr?i
C7BA6541XPvAibaEXe+Y5CB/5gt3MOG0zA01mBOp,THPT,27,33,42,THPT Cao Th?ng
E69E5181XPvAibaEXe+Y5CB/5gt3MFjmq2+4vhk0,THPT,25.5,44,5,THPT Nguy?n ?Ïnh Chi?u
B5E88CAEXPvAibaEXe/XBbLEWRhgQfjbMw/hCyqY,THPT,26.5,56,4,THPT Tr?n V?n ?n
DAC3737AXPvAibaEXe/XBbLEWRhgQZ1rzDrlZrgy,THPT,24,48,44,THPT LÍ Qu˝ ?Ùn
1DCACA12XPvAibaEXe/XBbLEWRhgQQZvuxC3bpO+,THPT,30,2,2,THPT B˘i Th? Xu‚n
6EBFAC96XPvAibaEXe/XBbLEWRhgQXinO9yZvS2d,THPT,28.5,51,19,THPT Tr?n V?n Th‡nh
A406E7FDXPvAibaEXe/XBbLEWRhgQYQrAzwms21C,THPT,24.5,2,17,THPT H˘ng V??ng
26E98335XPvAibaEXe/XBbLEWRhgQTjizUBLclNR,THPT,24.5,2,45,THPT Nguy?n Hi?n
6BB4FBF8XPvAibaEXe/XBbLEWRhgQYrCodpVCa+j,THPT,29.5,48,58,THPT Tr??ng V?nh K˝
AE2B75F4XPvAibaEXe/XBbLEWRhgQe2t9zSwhS9T,THPT,26,36,32,THPT Nguy?n Du
90DB40EBXPvAibaEXe8VekUw4ELehq65j34D9PkS,THPT,23.5,28,105,THPT Ho‡ng L? Kha
B9E5D259XPvAibaEXe8VekUw4ELehsnOqNbPmwk3,THPT,26.5,35,32,Trung t‚m GDNN-GDTX huy?n M? ??c
A438E310XPvAibaEXe8VekUw4ELehh5JZ8Xkd+Ce,THPT,30,52,1,THPT V?ng T‡u
08BCA73BXPvAibaEXe8VekUw4ELehgGhnY+JjnAc,THPT,28,38,34,Tr??ng THPT Nguy?n ChÌ Thanh
FA58D615XPvAibaEXe8VekUw4ELehntjFptS9z5b,THPT,26,35,17,Trung t‚m GDNN-GDTX huy?n S?n T?nh
C57E7F21XPvAibaEXe8VekUw4ELehuWMmX7vpi8O,THPT,24.5,37,1,Qu?c H?c Quy Nh?n
2441A7C2XPvAibaEXe8VekUw4ELehn5inKXOCKf2,THPT,25,35,43,Tr??ng THPT S?n H‡
35F93FFDXPvAibaEXe8VekUw4ELehgT/A68316w4,THPT,27.5,38,10,Tr??ng THPT L??ng Th? Vinh
2C352CF8XPvAibaEXe/Lh6v1XxTKJd0Eyi88h1Ic,THPT,25.5,34,42,THPT N˙i Th‡nh
280C7EA5XPvAibaEXe/Lh6v1XxTKJQPUP8Q5F4WX,THPT,23.5,49,30,THCS&THPT H?u Th?nh ?Ùng
589A68CFXPvAibaEXe/Lh6v1XxTKJfUlQjQQhbFU,THPT,23,43,16,THPT Nguy?n Hu?
30F6C945XPvAibaEXe/Lh6v1XxTKJVD20kccXwaQ,THPT,28,2,51,THPT GÚ V?p
1FECA093XPvAibaEXe/Lh6v1XxTKJdFJi/K7qsBq,THPT,26,2,63,THPT Vı Th? S·u
2420ED57XPvAibaEXe/Lh6v1XxTKJa6JLFRUPkLM,THPT,25.5,2,78,THPT Nguy?n H?u C?nh
1369CC1CXPvAibaEXe/Lh6v1XxTKJbwCI0v6qDc2,THPT,25,44,20,THPT Tr?nh Ho‡i ??c
A1BE3E99XPvAibaEXe/Lh6v1XxTKJbwWcn952SwN,THPT,24.5,2,48,THPT Vı Tr??ng To?n
AE2C4867XPvAibaEXe/Lh6v1XxTKJdYKiEjXsiho,THPT,25,24,12,THPT A Ph? L˝
6A867095XPvAibaEXe/Lh6v1XxTKJcUM1sd4pHve,THPT,24,45,3,THPT Ninh H?i
A98AEF88XPvAibaEXe+9GFX9aWroRIeYEl1R5BEu,THPT,25.5,42,26,THPT B?o L?c
3B334337XPvAibaEXe+9GFX9aWroRPhzn84Kn1g3,THPT,28,40,10,THPT BuÙn H?
1EC3BC0CXPvAibaEXe+9GFX9aWroRLOTOr3gi/sX,THPT,24.5,41,30,THPT Phan B?i Ch‚u
86251376XPvAibaEXe+9GFX9aWroRIB/Av3VNcgb,THPT,26,48,1,THPT ChuyÍn L??ng Th? Vinh
5FDEF832XPvAibaEXe+9GFX9aWroRI6dOjKZvZh+,THPT,29,46,49,TT GDNN-GDTX T‚n BiÍn
DDC68E16XPvAibaEXe+9GFX9aWroRBh+F6DjT3HH,THPT,23,46,11,THPT Tr?n Ph˙
12BD5A01XPvAibaEXe+9GFX9aWroRAJRjB9CgwII,THPT,24.5,33,2,THPT Hai B‡ Tr?ng
57C7C955XPvAibaEXe+9GFX9aWroRJfzpb5XMZKA,THPT,28.5,2,45,THPT Nguy?n Hi?n
CFC99863XPvAibaEXe+9GFX9aWroRCVdw61ieVzx,THPT,24.5,4,3,THPT Tr?n Ph˙
C580DBB4XPvAibaEXe+/EkvXK98KbcY+Rl3c2lzC,THPT,28,30,32,THPT Nguy?n Th? Minh Khai
A23C1291XPvAibaEXe+/EkvXK98Kbb+VMYyY03py,THPT,24,48,16,THPT Long Kh·nh
B895244CXPvAibaEXe+/EkvXK98Kbb4ZXFeWdxq3,THPT,27,33,27,THPT H??ng Vinh
F39354EFXPvAibaEXe+/EkvXK98KbWXgswf1tfGi,THPT,22.5,40,18,THPT Nguy?n T?t Th‡nh
72C3C3A0XPvAibaEXe+/EkvXK98KbXqcwClyL444,THPT,24.5,2,17,THPT H˘ng V??ng
A2233613XPvAibaEXe+/EkvXK98KbS5Ipe6z9qPE,THPT,27,40,59,THPT Th?c h‡nh Cao NguyÍn
CF209E4FXPvAibaEXe+/EkvXK98KbbLh+JMUgKhh,THPT,27.5,37,32,THPT S? 2 Ph˘ M?
25AF24E3XPvAibaEXe+/EkvXK98KbWSdx1OCHSTZ,THPT,28,35,45,Trung t‚m GDNN-GDTX huy?n S?n H‡
64F6B4D8XPvAibaEXe+/EkvXK98KbcFIGHN+0Lkj,THPT,24.5,61,2,THPT H? Th? K?
4A04A81CXPvAibaEXe9JDlHA4z2GHD8uOGVrverQ,THPT,27.5,2,56,THPT Nguy?n Th·i BÏnh
291A2F59XPvAibaEXe9JDlHA4z2GHNI7amxrOxT7,THPT,25.5,2,102,THPT C?n Th?nh
F498E5FEXPvAibaEXe9JDlHA4z2GHBZXhsR8PR1r,THPT,26.5,48,21,THPT Xu‚n L?c
BE375BAAXPvAibaEXe9JDlHA4z2GHJ3/PVStCxR2,THPT,31,2,102,THPT C?n Th?nh
329B4DBFXPvAibaEXe9JDlHA4z2GHEkrdKZ3K2N4,THPT,25,2,192,THPT Vi?t ¬u
C63071C5XPvAibaEXe9JDlHA4z2GHBvVa1gNFpuJ,THPT,24.5,38,44,"Tr??ng THCS, THPT Nguy?n V?n C?"
57203F91XPvAibaEXe9JDlHA4z2GHFHVJ5vTRj7d,THPT,31,49,59,THCS&THPT L??ng HÚa
D42204FAXPvAibaEXe9JDlHA4z2GHKwE3JWl7+uT,THPT,23.5,56,17,THPT LÍ Ho‡ng Chi?u
0113B184XPvAibaEXe+TFgEDwYNnvZZmdVYGpoeH,THPT,23.5,40,15,THPT NgÙ Gia T?
F9E9630BXPvAibaEXe+TFgEDwYNnvbm0yD8Wu+QT,THPT,24.5,36,3,THPT chuyÍn Nguy?n T?t Th‡nh
29430069XPvAibaEXe+TFgEDwYNnvUaz/ItEjR3K,THPT,29.5,37,10,THPT S? 1 Tuy ph??c
007C275DXPvAibaEXe+TFgEDwYNnveOOmOYeYzF6,THPT,31,2,57,THPT Nguy?n ChÌ Thanh
EA3AD08BXPvAibaEXe+TFgEDwYNnvUPQ6K65N1LS,THPT,25.5,35,15,Tr??ng THPT T? th?c Nguy?n B?nh KhiÍm
2C379B39XPvAibaEXe+TFgEDwYNnvSCTBlVUKxPt,THPT,23.5,41,12,THPT Nguy?n Tr„i
D63A2D2CXPvAibaEXe+TFgEDwYNnvSfHjHOrvTCF,THPT,25.5,37,28,THPT S? 3 Ph˘ C·t
861C639FXPvAibaEXe+TFgEDwYNnvaxZ22c6n1Hy,THPT,25.5,2,16,THPT chuyÍn LÍ H?ng Phong
E92C604FXPvAibaEXe+TFgEDwYNnvUQ2ahxW4uwh,THPT,24,48,43,THPT Nguy?n H?u C?nh
9D61C40EXPvAibaEXe+TFgEDwYNnvTf7BJNA2L5v,THPT,25.5,2,34,THPT Nguy?n V?n Linh
1818B089XPvAibaEXe8s1xx8DWM0qoKAQzOIviSb,THPT,26.5,47,1,THPT Phan B?i Ch‚u
074D8586XPvAibaEXe8s1xx8DWM0qvMydWkQI9z8,THPT,25,58,6,THPT V? ?Ïnh Li?u
45674DCCXPvAibaEXe8s1xx8DWM0qiq9M9msGcc6,THPT,25,2,182,THPT T‚y Th?nh
9A1233BEXPvAibaEXe8s1xx8DWM0qqI6+gsmGFZK,THPT,24.5,57,1,THPT L?u V?n Li?t
DA2B43CDXPvAibaEXe8s1xx8DWM0qrClPfmwG+Uv,THPT,29,3,23,THPT Ki?n An
B07B894BXPvAibaEXe8s1xx8DWM0quj3PKFHHyHD,THPT,24,35,18,Trung t‚m DN-GDTX&HN t?nh Qu?ng Ng„i
A1FD63B1XPvAibaEXe8s1xx8DWM0qunOL2/GjkW1,THPT,28.5,54,2,THPT chuyÍn Hu?nh M?n ??t
EFA92570XPvAibaEXe8s1xx8DWM0qh0wHqaPbJbq,THPT,25,2,47,THPT Tr?n Quang Kh?i
B75B1276XPvAibaEXe8s1xx8DWM0qgWHPxOEZBeb,THPT,28,2,55,THPT Nguy?n Th??ng Hi?n
8E49F159XPvAibaEXe/YKN5ysyYL7Hv6XLBu67/v,THPT,25.5,48,87,THPT Nguy?n B?nh KhiÍm
FAF32539XPvAibaEXe/YKN5ysyYL7Frl7G1sQGrY,THPT,25.5,63,1,THPT Chu V?n An
A9999220XPvAibaEXe/YKN5ysyYL7KvgzInL3pUE,THPT,25,2,53,THPT Nguy?n CÙng Tr?
20137A69XPvAibaEXe/YKN5ysyYL7OR5uzOy1bph,THPT,24,35,27,Trung t‚m GDNN-GDTX huy?n Ngh?a H‡nh
B2816B7BXPvAibaEXe/YKN5ysyYL7MS3vlfPnRU+,THPT,28,29,68,THPT ?Ù L??ng 1
3E0D6147XPvAibaEXe/YKN5ysyYL7H1dbPhtPzOC,THPT,25,28,58,TC ngh? MN T.Ho·
01CD0FE9XPvAibaEXe/YKN5ysyYL7C/LVIRFhL6K,THPT,31.5,41,17,THPT chuyÍn LÍ Qu˝ ?Ùn
2EB0DB7DXPvAibaEXe/YKN5ysyYL7OUYfbhvGHQT,THPT,27,2,21,THPT Tr?n H?u Trang
AB4D8F99XPvAibaEXe/YKN5ysyYL7EjErJAJK5l+,THPT,32.5,49,2,THPT T‚n An
CA877136XPvAibaEXe8ydgsBCmjqA45MdXmTWxGh,THPT,23.5,40,63,THPT Nguy?n Th? Minh Khai
A6066FB1XPvAibaEXe8ydgsBCmjqAwCLOP/9AoDk,THPT,31,39,10,THPT LÍ Th‡nh Ph??ng
C1BB7059XPvAibaEXe8ydgsBCmjqA7/XEotXcjT3,THPT,23.5,29,93,THPT Ph?m H?ng Th·i
B03C3105XPvAibaEXe8ydgsBCmjqA9xGwyzibYQL,THPT,26,29,68,THPT ?Ù L??ng 1
9A84BBE7XPvAibaEXe8ydgsBCmjqA6hvcbpa5SDa,THPT,25.5,40,37,THPT Y Jut
18DE832CXPvAibaEXe8ydgsBCmjqA68iDjt23bz1,THPT,31,2,102,THPT C?n Th?nh
09D81761XPvAibaEXe8ydgsBCmjqA/3YAY3pxZOP,THPT,23.5,48,62,THPT Vı Tr??ng To?n
9D53300DXPvAibaEXe8ydgsBCmjqA2j6bQSrS7Xs,THPT,28,53,11,THPT V?nh Kim
48FC82A9XPvAibaEXe/zHDidEgqCTpNgD2sEaeIC,THPT,26,2,22,THTH ??i h?c S‡i GÚn
BE78DAE0XPvAibaEXe/zHDidEgqCToUSGJsnNs/s,THPT,25,2,26,THPT LÍ Th·nh TÙn
E670C383XPvAibaEXe/zHDidEgqCTiLQarAqK+wV,THPT,24,58,20,THPT B˘i H?u Ngh?a
7C10AC8FXPvAibaEXe/zHDidEgqCTtAT2i2TddLN,THPT,28,34,23,THPT Hu?nh Ng?c Hu?
54BE00A9XPvAibaEXe/zHDidEgqCTolKoAHgTiP9,THPT,25.5,39,10,THPT LÍ Th‡nh Ph??ng
F3BE1521XPvAibaEXe/zHDidEgqCTqL+R9XHExiQ,THPT,24.5,33,27,THPT H??ng Vinh
FE47542BXPvAibaEXe/zHDidEgqCTsUbPsTLcOnH,THPT,27.5,37,15,THPT S? 1 An Nh?n
7C8D22EBXPvAibaEXe/zHDidEgqCTmo2dDAaNnf3,THPT,25,40,22,THPT H?ng ??c
BC4D7362XPvAibaEXe/zHDidEgqCTtuOJqWtyJVx,THPT,23.5,53,6,THPT ??c Binh Ki?u
7888971AXPvAibaEXe9FiaSoce50DAKq2mQWEKvH,THPT,32,35,27,Trung t‚m GDNN-GDTX huy?n Ngh?a H‡nh
1D88B180XPvAibaEXe9FiaSoce50DIPyiBg1vM1P,THPT,30,37,37,THPT Nguy?n Tr‚n
514FD131XPvAibaEXe9FiaSoce50DO+lfAzINHDY,THPT,26.5,34,3,THPT Tr?n Cao V‚n
85100785XPvAibaEXe9FiaSoce50DO/IaKolpO0O,THPT,27.5,39,37,THPT Nguy?n V?n Linh
313A0C3EXPvAibaEXe9FiaSoce50DK2qcrsEDi/O,THPT,26,42,3,THPT B˘i Th? Xu‚n
07AE5C96XPvAibaEXe9FiaSoce50DNjROw8Ku1H9,THPT,26,48,54,THPT BÏnh S?n
B5985AA6XPvAibaEXe9FiaSoce50DCA1CWsmxnua,THPT,28.5,40,22,THPT H?ng ??c
11366E6AXPvAibaEXe9FiaSoce50DP/aQdawX2SK,THPT,22.5,43,27,Trung t‚m GDNN-GDTX Ph??c Long
E5486DB1XPvAibaEXe9FiaSoce50DF0tF/eSsmjM,THPT,26,44,8,THPT BÏnh Ph˙
DE1C24A0XPvAibaEXe8WD3qnVG2b/ZHfx1Sm89m4,THPT,28.5,2,57,THPT Nguy?n ChÌ Thanh
8270E1A1XPvAibaEXe8WD3qnVG2b/bk87zIhFkE3,THPT,29,2,173,THPT Tr?n H?ng ??o
4D1054A2XPvAibaEXe8WD3qnVG2b/aV/yYzs56/D,THPT,27,30,45,THPT Mai Th˙c Loan
8BE31DF9XPvAibaEXe8WD3qnVG2b/cOKJN6hzN9R,THPT,27,40,21,THPT Ea Sup
3669079DXPvAibaEXe8WD3qnVG2b/Xo6z5VgIbaM,THPT,25.5,52,14,THPT Ph??c B?u
DEC271BCXPvAibaEXe8WD3qnVG2b/XsMiSHc1tc+,THPT,29.5,52,8,THCS - THPT Song ng?
6F056D09XPvAibaEXe8WD3qnVG2b/T+8k+BG8W0+,THPT,28.5,37,21,THPT Quang Trung
646E04CFXPvAibaEXe8WD3qnVG2b/WKYNpmg9hco,THPT,25.5,34,3,THPT Tr?n Cao V‚n
72E11CDFXPvAibaEXe/uH+ehSKMSjRSxxLwSvJLU,THPT,26.5,48,24,THPT Long Ph??c
F8F31D23XPvAibaEXe/uH+ehSKMSjeRjIY7xBtl6,THPT,25,2,92,Thi?u Sinh Qu‚n
6B09280BXPvAibaEXe/uH+ehSKMSjbIRdFrD3vPI,THPT,29,48,3,THPT NgÙ Quy?n
19FCF965XPvAibaEXe/uH+ehSKMSjS7xqgfRcN58,THPT,28,48,6,THPT Nguy?n Tr„i
BB1A9EF5XPvAibaEXe/uH+ehSKMSjQysGck5FHrj,THPT,26.5,48,44,THPT LÍ Qu˝ ?Ùn
4532D5B1XPvAibaEXe/uH+ehSKMSjWW5YHwi0U5P,THPT,29.5,42,41,THPT LÍ H?ng Phong - Di Linh
A51D3E41XPvAibaEXe/uH+ehSKMSjcnvclj+jKaO,THPT,30.5,44,24,THPT D? An
6D4E58B0XPvAibaEXe/uH+ehSKMSjZvCnpXNOA+G,THPT,24,43,51,THPT NgÙ Quy?n
21E9C326XPvAibaEXe/uH+ehSKMSjbVAN71FLxMC,THPT,24,41,24,THPT Ho‡ng Hoa Th·m
4519669FXPvAibaEXe/uH+ehSKMSjbKx7ngVlc1q,THPT,27,2,56,THPT Nguy?n Th·i BÏnh
8FCB6801XPvAibaEXe+suUpvSAu/o7XJtk59mvNF,THPT,29,30,10,THPT Phan ?Ïnh Ph˘ng
DE4FB5EDXPvAibaEXe+suUpvSAu/o6wQrBXTr/gB,THPT,24.5,53,23,THPT Long BÏnh
191FF8FBXPvAibaEXe+suUpvSAu/oynDIjN7o2q7,THPT,28,35,30,Tr??ng THPT Nguy?n CÙng Tr?
DC3809C1XPvAibaEXe+suUpvSAu/oxffaDJ7qIWv,THPT,24,46,12,THPT Nguy?n An Ninh
1FD78E1AXPvAibaEXe+suUpvSAu/ow72FkE6z3mz,THPT,25.5,47,1,THPT Phan B?i Ch‚u
F203BBC3XPvAibaEXe+suUpvSAu/o/+ZL0cV+o+k,THPT,31.5,35,32,Trung t‚m GDNN-GDTX huy?n M? ??c
E2132617XPvAibaEXe+suUpvSAu/o3RskmykRB0I,THPT,23,54,54,THPT Tho?i Ng?c H?u
A02D332EXPvAibaEXe+suUpvSAu/o2iMqKmL5uY5,THPT,23.5,39,15,THPT Phan B?i Ch‚u
B9080B55XPvAibaEXe+suUpvSAu/o8TqJY01Eqyx,THPT,24,37,28,THPT S? 3 Ph˘ C·t
00BCE333XPvAibaEXe9upvU5DvuC9h+K5WaA2XCn,THPT,23.5,60,21,THPT Hi?p Th‡nh
5FDF1690XPvAibaEXe9upvU5DvuC9qBGP7U5a1U3,THPT,27.5,31,33,THPT Qu?ng Ninh
711FA2AFXPvAibaEXe9upvU5DvuC9kwCJjs/GO5v,THPT,24.5,38,12,Tr??ng THPT Nguy?n Khuy?n
F0F2F362XPvAibaEXe9upvU5DvuC9vpGmW+2YsWe,THPT,23.5,2,173,THPT Tr?n H?ng ??o
96967470XPvAibaEXe9upvU5DvuC9vY0bll+Ov+G,THPT,26.5,34,37,THPT Ti?u La
